Brand,Name,Codename,Cores,Clock,Socket,Process,L3Cache,TDP,Released
AMD,Phenom II X4 840,Propus,4,3.2 GHz,Socket AM3,45 nm,N/A,95 W,"Jan 4th, 2011"
AMD,Phenom II X4 850,Propus,4,3.3 GHz,Socket AM3,45 nm,N/A,95 W,"Jun 1st, 2011"
AMD,Phenom II X4 975 BE,Deneb,4,3.6 GHz,Socket AM3,45 nm,6MB,125 W,"Jan 4th, 2011"
AMD,Phenom II X4 980 BE,Deneb,4,3.7 GHz,Socket AM3,45 nm,6MB,125 W,"May 3rd, 2011"
AMD,Sempron 130,Sargas,1,2.6 GHz,Socket AM3,45 nm,N/A,45 W,"Aug 1st, 2011"
AMD,Z-01,Desna,2,1000 MHz,Socket FT1,40 nm,N/A,6 W,"Jun 1st, 2011"
AMD,A10-4600M,Trinity,4,2.3 to 3.2 GHz,Socket FS1r2,32 nm,N/A,35 W,"May 15th, 2012"
AMD,A10-4655M,Trinity,4,2 to 2.8 GHz,Socket FP2,32 nm,N/A,25 W,"May 15th, 2012"
AMD,A10-5700,Trinity,4,3.4 to 4 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A10-5800B,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,"Oct 2nd, 2012"
AMD,A10-5800K,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,"Oct 2nd, 2012"
AMD,A4-4300M,Trinity,2,2.5 to 3 GHz,Socket FS1r2,32 nm,N/A,35 W,"May 15th, 2012"
AMD,A4-4355M,Trinity,2,1.9 to 2.4 GHz,Socket FP2,32 nm,N/A,17 W,"Sep 27th, 2012"
AMD,A4-5300,Trinity,2,3.4 to 3.6 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A4-5300B,Trinity,2,3.4 to 3.6 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A6-4400M,Trinity,2,2.7 to 3.2 GHz,Socket FS1r2,32 nm,N/A,35 W,"May 15th, 2012"
AMD,A6-4455M,Trinity,2,2.1 to 2.6 GHz,Socket FP2,32 nm,N/A,17 W,"May 15th, 2012"
AMD,A6-5400B,Trinity,2,3.6 to 3.8 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A6-5400K,Trinity,2,3.6 to 3.8 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A8-4500M,Trinity,4,1.9 to 2.8 GHz,Socket FS1r2,32 nm,N/A,35 W,"May 15th, 2012"
AMD,A8-4555M,Trinity,4,1.6 to 2.4 GHz,Socket FP2,32 nm,N/A,19 W,"Sep 27th, 2012"
AMD,A8-5500,Trinity,4,3.2 to 3.7 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A8-5500B,Trinity,4,3.2 to 3.7 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,A8-5600K,Trinity,4,3.6 to 3.9 GHz,Socket FM2,32 nm,N/A,100 W,"Oct 2nd, 2012"
AMD,Athlon II X4 638,Llano,4,2.7 GHz,Socket FM1,32 nm,N/A,65 W,"Feb 6th, 2012"
AMD,Athlon II X4 641,Llano,4,2.8 GHz,Socket FM1,32 nm,N/A,100 W,"Feb 6th, 2012"
AMD,Athlon X2 340,Trinity,2,3.2 to 3.6 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,Athlon X4 730,Trinity,4,2.8 to 3.2 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,Athlon X4 740,Trinity,4,3.2 to 3.7 GHz,Socket FM2,32 nm,N/A,65 W,"Oct 2nd, 2012"
AMD,Athlon X4 750K,Trinity,4,3.4 to 4 GHz,Socket FM2,32 nm,N/A,100 W,"Oct 2nd, 2012"
AMD,C-70,Ontario,2,1000 to 1333 MHz,Socket FT1,40 nm,N/A,9 W,"Sep 1st, 2012"
AMD,E1-1200,Zacate,2,1400 MHz,Socket FT1,40 nm,N/A,18 W,"Jun 6th, 2012"
AMD,E2-1800,Zacate,2,1700 MHz,Socket FT1,40 nm,N/A,18 W,"Jun 6th, 2012"
AMD,FX-4120,Zambezi,4,3.9 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-4150,Zambezi,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-4170,Zambezi,4,4.2 to 4.3 GHz,Socket AM3+,32 nm,8MB,125 W,"Feb 27th, 2012"
AMD,FX-4300,Vishera,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-4320,Vishera,4,4 to 4.2 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-6120,Zambezi,6,3.6 to 4.2 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-6130,Zambezi,6,3.6 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-6200,Zambezi,6,3.8 to 4.1 GHz,Socket AM3+,32 nm,8MB,125 W,"Feb 27th, 2012"
AMD,FX-6300,Vishera,6,3.5 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-8140,Zambezi,8,3.2 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-8170,Zambezi,8,3.9 to 4.5 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 23rd, 2012"
AMD,FX-8300,Vishera,8,3.3 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
AMD,FX-8320,Vishera,8,3.5 to 4 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 23rd, 2012"
AMD,FX-8350,Vishera,8,4 to 4.2 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 23rd, 2012"
AMD,FirePro A300,Trinity,4,3.4 to 4 GHz,Socket FM2,32 nm,N/A,65 W,"Aug 7th, 2012"
AMD,FirePro A320,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,"Aug 7th, 2012"
AMD,Opteron 3320 EE,Delhi,4,1.9 to 2.5 GHz,Socket AM3+,32 nm,8MB,25 W,"Dec 4th, 2012"
AMD,Opteron 3350 HE,Delhi,4,2.8 to 3.8 GHz,Socket AM3+,32 nm,8MB,45 W,"Dec 4th, 2012"
AMD,Opteron 3380,Delhi,8,2.6 to 3.6 GHz,Socket AM3+,32 nm,8MB,65 W,"Dec 4th, 2012"
AMD,Opteron 4310 EE,Seoul,4,2.2 to 3 GHz,Socket C32,32 nm,8MB,35 W,"Dec 4th, 2012"
AMD,Opteron 4332 HE,Seoul,6,3 to 3.7 GHz,Socket C32,32 nm,8MB,65 W,"Dec 4th, 2012"
AMD,Opteron 4334,Seoul,6,3.1 to 3.5 GHz,Socket C32,32 nm,8MB,95 W,"Dec 4th, 2012"
AMD,Opteron 4340,Seoul,6,3.5 to 3.8 GHz,Socket C32,32 nm,8MB,95 W,"Dec 4th, 2012"
AMD,Opteron 4376 HE,Seoul,8,2.6 to 3.6 GHz,Socket C32,32 nm,8MB,65 W,"Dec 4th, 2012"
AMD,Opteron 4386,Seoul,8,3.1 to 3.8 GHz,Socket C32,32 nm,8MB,95 W,"Dec 4th, 2012"
AMD,Opteron 43CX EE,Seoul,4,2.2 to 3 GHz,Socket C32,32 nm,8MB,35 W,"Dec 4th, 2012"
AMD,Opteron 43GK HE,Seoul,8,2.6 to 3.6 GHz,Socket C32,32 nm,8MB,65 W,"Dec 4th, 2012"
AMD,Opteron 6278,Interlagos,16,2.4 to 3.3 GHz,Socket G34,32 nm,8MB,115 W,"May 1st, 2012"
AMD,Opteron 6284 SE,Interlagos,16,2.7 to 3.4 GHz,Socket G34,32 nm,8MB,140 W,"May 1st, 2012"
AMD,Opteron 6348,Abu Dhabi,12,2.8 to 3.4 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
AMD,Opteron 6366 HE,Abu Dhabi,16,1.8 to 3.1 GHz,Socket G34,32 nm,8MB,85 W,"Nov 5th, 2012"
AMD,Opteron 6376,Abu Dhabi,16,2.3 to 3.2 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
AMD,Opteron 6378,Abu Dhabi,16,2.4 to 3.3 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
AMD,Opteron 6380,Abu Dhabi,16,2.5 to 3.4 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
AMD,Opteron 6386 SE,Abu Dhabi,16,2.8 to 3.5 GHz,Socket G34,32 nm,8MB,140 W,"Nov 5th, 2012"
AMD,Sempron X2 240,Trinity,2,2.9 to 3.3 GHz,Socket FM2,32 nm,N/A,65 W,2012
AMD,Z-60,Hondo,2,1000 MHz,Socket FT1,40 nm,N/A,5 W,"Oct 9th, 2012"
AMD,A10-5745M,Richland,4,2.1 to 2.9 GHz,Socket FP2,32 nm,N/A,25 W,"Jun 1st, 2013"
AMD,A10-5750M,Richland,4,2.5 to 3.5 GHz,Socket FS1r2,32 nm,N/A,35 W,"Jun 1st, 2013"
AMD,A10-5757M,Richland,4,2.5 to 3.5 GHz,Socket FP2,32 nm,N/A,35 W,"Jun 1st, 2013"
AMD,A10-6700,Richland,4,3.7 to 4.3 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A10-6700T,Richland,4,2.5 to 3.5 GHz,Socket FM2,32 nm,N/A,45 W,"Sep 16th, 2013"
AMD,A10-6790B,Richland,4,4 to 4.3 GHz,Socket FM2,32 nm,N/A,100 W,"Oct 28th, 2013"
AMD,A10-6790K,Richland,4,4 to 4.3 GHz,Socket FM2,32 nm,N/A,100 W,"Oct 28th, 2013"
AMD,A10-6800K,Richland,4,4.1 to 4.4 GHz,Socket FM2,32 nm,N/A,100 W,"Jun 1st, 2013"
AMD,A4-1200,Temash,2,1000 MHz,Socket FT3,28 nm,N/A,4 W,"May 23rd, 2013"
AMD,A4-1250,Temash,2,1000 MHz,Socket FT3,28 nm,N/A,8 W,"May 23rd, 2013"
AMD,A4-1350,Temash,4,1000 MHz,Socket FT3,28 nm,N/A,8 W,"Oct 18th, 2013"
AMD,A4-4000,Richland,2,3 to 3.2 GHz,Socket FM2,32 nm,N/A,65 W,May 2013
AMD,A4-5000,Kabini,4,1500 MHz,Socket FT3,28 nm,N/A,15 W,"May 23rd, 2013"
AMD,A4-5145M,Richland,2,2 to 2.6 GHz,Socket FP2,32 nm,N/A,17 W,"Jun 1st, 2013"
AMD,A4-5150M,Richland,2,2.7 to 3.3 GHz,Socket FS1r2,32 nm,N/A,35 W,"Mar 12th, 2013"
AMD,A4-6300,Richland,2,3.7 to 3.9 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A4-6300B,Richland,2,3.7 to 3.9 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A4-6320,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,N/A,65 W,Dec 2013
AMD,A6-1450,Temash,4,1000 to 1400 MHz,Socket FT3,28 nm,N/A,8 W,"May 23rd, 2013"
AMD,A6-5200,Kabini,4,2000 MHz,Socket FT3,28 nm,N/A,25 W,"May 23rd, 2013"
AMD,A6-5345M,Richland,2,2.2 to 2.8 GHz,Socket FP2,32 nm,N/A,17 W,"Jun 1st, 2013"
AMD,A6-5350M,Richland,2,2.9 to 3.5 GHz,Socket FS1r2,32 nm,N/A,35 W,"Jun 1st, 2013"
AMD,A6-5357M,Richland,2,2.9 to 3.5 GHz,Socket FP2,32 nm,N/A,35 W,"Jun 1st, 2013"
AMD,A6-6400B,Richland,2,3.9 to 4.1 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A6-6400K,Richland,2,3.9 to 4.1 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A8-5545M,Richland,4,1.7 to 2.7 GHz,Socket FP2,32 nm,N/A,25 W,"Jun 1st, 2013"
AMD,A8-5550M,Richland,4,2.1 to 3.1 GHz,Socket FS1r2,32 nm,N/A,35 W,"Jun 1st, 2013"
AMD,A8-5557M,Richland,4,2.1 to 3.1 GHz,Socket FP2,32 nm,N/A,35 W,"Jun 1st, 2013"
AMD,A8-6500,Richland,4,3.5 to 4.1 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A8-6500B,Richland,4,3.5 to 4.1 GHz,Socket FM2,32 nm,N/A,65 W,"Jun 1st, 2013"
AMD,A8-6500T,Richland,4,2.1 to 3.1 GHz,Socket FM2,32 nm,N/A,45 W,"Sep 16th, 2013"
AMD,A8-6600K,Richland,4,3.9 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,"Jun 1st, 2013"
AMD,Athlon II X2 280,Regor,2,3.6 GHz,Socket AM3,45 nm,N/A,65 W,"Feb 6th, 2013"
AMD,Athlon X4 750,Richland,4,3.4 to 4 GHz,Socket FM2,32 nm,N/A,65 W,Oct 2013
AMD,Athlon X4 760K,Richland,4,3.8 to 4.1 GHz,Socket FM2,32 nm,N/A,100 W,"Jun 1st, 2013"
AMD,E1-1500,Zacate,2,1480 MHz,Socket FT1,40 nm,N/A,18 W,"Jan 6th, 2013"
AMD,E1-2100,Kabini,2,1000 MHz,Socket FT3,28 nm,N/A,9 W,"May 23rd, 2013"
AMD,E1-2500,Kabini,2,1400 MHz,Socket FT3,28 nm,N/A,15 W,"May 23rd, 2013"
AMD,E2-2000,Zacate,2,1750 MHz,Socket FT1,40 nm,N/A,18 W,"Jan 6th, 2013"
AMD,E2-3000,Kabini,2,1650 MHz,Socket FT3,28 nm,N/A,15 W,"May 23rd, 2013"
AMD,E2-3800,Kabini,4,1300 MHz,Socket FT3,28 nm,N/A,15 W,"May 23rd, 2013"
AMD,FX-4130,Vishera,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,125 W,"Jan 30th, 2013"
AMD,FX-4350,Vishera,4,4.2 to 4.3 GHz,Socket AM3+,32 nm,8MB,125 W,"Apr 29th, 2013"
AMD,FX-6350,Vishera,6,3.9 to 4.2 GHz,Socket AM3+,32 nm,8MB,125 W,"Apr 29th, 2013"
AMD,FX-9370,Vishera,8,4.4 to 4.7 GHz,Socket AM3+,32 nm,8MB,220 W,"Jun 11th, 2013"
AMD,FX-9590,Vishera,8,4.7 to 5 GHz,Socket AM3+,32 nm,8MB,220 W,"Jun 11th, 2013"
AMD,Opteron X1150,Kyoto,4,2000 MHz,Socket FT3,28 nm,N/A,17 W,"May 29th, 2013"
AMD,Opteron X2150,Kyoto,4,1900 MHz,Socket FT3,28 nm,N/A,22 W,"May 29th, 2013"
AMD,A10 PRO-7800B,Kaveri,4,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,A10 PRO-7850B,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,"Jul 31st, 2014"
AMD,A10-7700K,Kaveri,4,3.4 to 3.8 GHz,Socket FM2+,28 nm,N/A,95 W,"Jan 14th, 2014"
AMD,A10-7800,Kaveri,4,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,A10-7850K,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,"Jan 14th, 2014"
AMD,A4 PRO-7300B,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,N/A,65 W,Aug 2014
AMD,A4 PRO-7350B,Kaveri,2,3.4 to 3.8 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,A4-4020,Richland,2,3.2 to 3.4 GHz,Socket FM2,32 nm,N/A,65 W,Jan 2014
AMD,A4-5050,Kabini,4,1550 MHz,Socket FT3,28 nm,N/A,15 W,"Feb 1st, 2014"
AMD,A4-6320B,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,N/A,65 W,Mar 2014
AMD,A4-7300,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,N/A,65 W,Aug 2014
AMD,A6 PRO-7400B,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,A6-6420K,Richland,2,4 to 4.2 GHz,Socket FM2,32 nm,N/A,65 W,Jan 2014
AMD,A6-7400K,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,A8 PRO-7600B,Kaveri,4,3.1 to 3.8 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,A8-7600,Kaveri,4,3.1 to 3.8 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,Athlon 5150,Kabini,4,1600 MHz,Socket AM1,28 nm,N/A,25 W,"Apr 9th, 2014"
AMD,Athlon 5350,Kabini,4,2.05 GHz,Socket AM1,28 nm,N/A,25 W,"Apr 9th, 2014"
AMD,Athlon 5370,Kabini,4,2.2 GHz,Socket AM1,28 nm,N/A,25 W,"Apr 9th, 2014"
AMD,Athlon X2 450,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Jul 31st, 2014"
AMD,Athlon X4 840,Kaveri,4,3.1 to 3.8 GHz,Socket FM2+,28 nm,N/A,65 W,"Aug 12th, 2014"
AMD,Athlon X4 860K,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,"Aug 12th, 2014"
AMD,E1-2150,Kabini,2,1050 MHz,Socket FT3,28 nm,N/A,9 W,"Feb 1st, 2014"
AMD,FX-770K,Kaveri,4,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,Dec 2014
AMD,FX-8320E,Vishera,8,3.2 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,"Sep 2nd, 2014"
AMD,FX-8370,Vishera,8,4 to 4.3 GHz,Socket AM3+,32 nm,8MB,125 W,"Sep 2nd, 2014"
AMD,FX-8370E,Vishera,8,3.3 to 4.3 GHz,Socket AM3+,32 nm,8MB,95 W,"Sep 2nd, 2014"
AMD,Sempron 2650,Kabini,2,1450 MHz,Socket AM1,28 nm,N/A,25 W,"Apr 9th, 2014"
AMD,Sempron 3850,Kabini,4,1300 MHz,Socket AM1,28 nm,N/A,25 W,"Apr 9th, 2014"
AMD,A10-7870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,N/A,95 W,"May 28th, 2015"
AMD,A8-7650K,Kaveri,4,3.3 to 3.8 GHz,Socket FM2+,28 nm,N/A,95 W,"Jan 7th, 2015"
AMD,A8-7670K,Godaveri,4,3.6 to 3.9 GHz,Socket FM2+,28 nm,N/A,95 W,"Jul 20th, 2015"
AMD,Athlon X4 830,Kaveri,4,3 to 3.4 GHz,Socket FM2+,28 nm,N/A,65 W,Feb 2015
AMD,Athlon X4 850,Godaveri,4,3.2 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,Jul 2015
AMD,Athlon X4 870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,N/A,95 W,Dec 2015
AMD,Athlon X4 880K,Godaveri,4,4 to 4.2 GHz,Socket FM2+,28 nm,N/A,95 W,Dec 2015
AMD,FX-6330,Vishera,6,3.6 to 4.2 GHz,Socket AM3+,32 nm,8MB,125 W,"Dec 15th, 2015"
AMD,PRO A10-8750B,Godaveri,4,3.6 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,"Sep 29th, 2015"
AMD,PRO A10-8850B,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,N/A,95 W,"Sep 29th, 2015"
AMD,PRO A4-8350B,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Sep 29th, 2015"
AMD,PRO A6-8550B,Godaveri,2,3.5 to 4 GHz,Socket FM2+,28 nm,N/A,65 W,"Sep 29th, 2015"
AMD,PRO A8-8650B,Godaveri,4,3.2 to 3.9 GHz,Socket FM2+,28 nm,N/A,65 W,"Sep 29th, 2015"
AMD,A10-7860K,Godaveri,4,3.6 to 4 GHz,Socket FM2+,28 nm,N/A,65 W,"Feb 2nd, 2016"
AMD,A10-7890K,Godaveri,4,4 to 4.3 GHz,Socket FM2+,28 nm,N/A,95 W,"Jan 11th, 2016"
AMD,A6-7470K,Godaveri,2,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,65 W,"Feb 2nd, 2016"
AMD,A6-9500,Bristol Ridge,2,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Sep 5th, 2016"
AMD,A6-9500E,Bristol Ridge,2,3 to 3.4 GHz,Socket AM4,28 nm,N/A,35 W,"Sep 5th, 2016"
AMD,A9-9400 SoC,Stoney Ridge,2,2.4 to 3.2 GHz,Socket FT4,28 nm,N/A,10 W,"May 31st, 2016"
AMD,A9-9410 SoC,Stoney Ridge,2,2.9 to 3.5 GHz,Socket FP4,28 nm,N/A,25 W,"May 31st, 2016"
AMD,A9-9420 SoC,Stoney Ridge,2,3 to 3.6 GHz,Socket FT4,28 nm,N/A,15 W,"May 31st, 2016"
AMD,A9-9425 SoC,Stoney Ridge,2,3.1 to 3.7 GHz,Socket FT4,28 nm,N/A,15 W,"May 31st, 2016"
AMD,Athlon X4 845,Carrizo,4,3.5 to 3.8 GHz,Socket FM2+,28 nm,N/A,65 W,"Feb 2nd, 2016"
AMD,Opteron A1120,Seattle,4,1700 MHz,Socket SP1,28 nm,8MB,25 W,"Jan 14th, 2016"
AMD,Opteron A1150,Seattle,8,1700 MHz,Socket SP1,28 nm,8MB,32 W,"Jan 14th, 2016"
AMD,Opteron A1170,Seattle,8,2000 MHz,Socket SP1,28 nm,8MB,32 W,"Jan 14th, 2016"
AMD,Opteron X2170,Steppe Eagle,4,2.4 GHz,Socket FT3,28 nm,N/A,25 W,"Sep 1st, 2016"
AMD,PRO A10-8770,Carrizo,4,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,Oct 2016
AMD,PRO A10-8770E,Carrizo,4,2.8 to 3.5 GHz,Socket AM4,28 nm,N/A,35 W,Oct 2016
AMD,PRO A10-9700E,Bristol Ridge,4,3 to 3.5 GHz,Socket AM4,28 nm,N/A,35 W,"Oct 3rd, 2016"
AMD,PRO A12-8870,Carrizo,4,3.7 to 4.2 GHz,Socket AM4,28 nm,N/A,65 W,Oct 2016
AMD,PRO A12-8870E,Carrizo,4,2.9 to 3.7 GHz,Socket AM4,28 nm,N/A,35 W,Oct 2016
AMD,PRO A12-9800,Bristol Ridge,4,3.8 to 4.2 GHz,Socket AM4,28 nm,N/A,65 W,"Oct 3rd, 2016"
AMD,PRO A6-9500,Bristol Ridge,2,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Oct 3rd, 2016"
AMD,PRO A6-9500E,Bristol Ridge,2,3 to 3.4 GHz,Socket AM4,28 nm,N/A,35 W,"Oct 3rd, 2016"
AMD,PRO A8-9600,Bristol Ridge,4,3.1 to 3.4 GHz,Socket AM4,28 nm,N/A,65 W,"Oct 3rd, 2016"
AMD,A10-9700,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A10-9700E,Bristol Ridge,4,3 to 3.5 GHz,Socket AM4,28 nm,N/A,35 W,"Jul 27th, 2017"
AMD,A12-9800,Bristol Ridge,4,3.8 to 4.2 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A12-9800E,Bristol Ridge,4,3.1 to 3.8 GHz,Socket AM4,28 nm,N/A,35 W,"Jul 27th, 2017"
AMD,A6-9550,Bristol Ridge,2,3.8 to 4 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A8-9600,Bristol Ridge,4,3.1 to 3.4 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,Athlon X4 940,Bristol Ridge,4,3.2 to 3.6 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,Athlon X4 950,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,Athlon X4 970,Bristol Ridge,4,3.8 to 4 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,EPYC 7251,Naples,8 / 16,2.1 to 2.9 GHz,Socket SP3,14 nm,32MB,120 W,"Jun 29th, 2017"
AMD,EPYC 7281,Naples,16 / 32,2.1 to 2.7 GHz,Socket SP3,14 nm,32MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7301,Naples,16 / 32,2.2 to 2.7 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7351,Naples,16 / 32,2.4 to 2.9 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7351P,Naples,16 / 32,2.4 to 2.9 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7401,Naples,24 / 48,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7401P,Naples,24 / 48,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7451,Naples,24 / 48,2.3 to 3.2 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,EPYC 7501,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7551,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,EPYC 7551P,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,EPYC 7601,Naples,32 / 64,2.2 to 3.2 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,PRO A10-9700,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,PRO A12-9800E,Bristol Ridge,4,3.1 to 3.8 GHz,Socket AM4,28 nm,N/A,35 W,"Jul 27th, 2017"
AMD,Ryzen 3 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Jul 27th, 2017"
AMD,Ryzen 3 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14 nm,8MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 3 1300X,Zen,4,3.4 to 3.7 GHz,Socket AM4,14 nm,8MB,65 W,"Jul 27th, 2017"
AMD,Ryzen 3 PRO 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 3 PRO 1300,Zen,4,3.5 to 3.7 GHz,Socket AM4,14 nm,8MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 5 1400,Zen,4 / 8,3.2 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 5 1500X,Zen,4 / 8,3.5 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 5 1600,Zen,6 / 12,3.2 to 3.6 GHz,Socket AM4,14 nm,16MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 5 1600X,Zen,6 / 12,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,"Apr 11th, 2017"
